ID,Tweet,Influenza,Diarrhea,Hayfever,Cough,Headache,Fever,Runnynose,Cold,labels,is_test
1157en,"It sucks that I have a cold. My head feels funky, too. Scary.",0,0,0,0,1,0,0,1,Headache;Cold,False
1158en,It's been a while since I had a headache this bad!,0,0,0,0,1,0,0,0,Headache,False
1159en,"I checked my temperature, since I felt weak and my head hurt. It was 104. It must be a cold.",0,0,0,0,1,1,0,1,Headache;Fever;Cold,False
1160en,"I can't accept that with all the wisdom of modern science put together, there is no cure for colds yet!",0,0,0,0,0,0,0,0,sober,False
1161en,I'm taking today off because I have a cold and my nose is way too stuffy.,0,0,0,0,0,0,1,1,Runnynose;Cold,False
1162en,I kind of have diarrhea this morning. I have an important task to do at work today. This sucketh.,0,1,0,0,0,0,0,0,Diarrhea,False
1163en,I've had a headache since this morning. So groggy.,0,0,0,0,1,0,0,0,Headache,False
1164en,"I thought it was just my nose that was acting up and got stuffy, but now that my head hurts, it seems like I have a cold.",0,0,0,0,1,0,1,1,Headache;Runnynose;Cold,False
1165en,"I'm gonna try, since it works for both eczema and allergies.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1166en,Now it's the season when people get the flu.,0,0,0,0,0,0,0,0,sober,False
1167en,I wonder if it's true that honey is good for allergies.,0,0,0,0,0,0,0,0,sober,False
1168en,"Someone told me that I had to do a translation, and I'm doing it now, but it's so difficult and is giving me a headache.",0,0,0,0,0,0,0,0,sober,False
1169en,"My nose is runny, but I don't know about a fever.",0,0,0,0,0,1,1,0,Fever;Runnynose,False
1170en,"I don't know if it's a cold doing this, but I have a headache and my body is so weak. I want to go home already.",0,0,0,0,1,0,0,1,Headache;Cold,False
1171en,"When I picked up the phone, they didn't recognize me because of my stuffy nose.",0,0,0,0,0,0,1,0,Runnynose,False
1172en,I really want someone to develop a cure for colds. That would be great for those prone to getting sick like me.,0,0,0,0,0,0,0,0,sober,False
1173en,I've had diarrhea lately. I'm in trouble.,0,1,0,0,0,0,0,0,Diarrhea,False
1174en,It's not good to rely on a medicine to alleviate your fever at the early stage of a cold.,0,0,0,0,0,0,0,1,Cold,False
1175en,"To avoid getting the flu, it's important you take good care of yourself.",0,0,0,0,0,0,0,0,sober,False
1176en,"My nose is so stuffy, and I'm starting to have a headache as well. ",0,0,0,0,1,0,1,0,Headache;Runnynose,False
1177en,I've been dying with a high fever and a cough for a couple of days.,0,0,0,1,0,1,0,0,Cough;Fever,False
1178en,I have a cold and I feel so lightheaded.,0,0,0,0,0,0,0,1,Cold,False
1179en,"I've always had all kinds of weaknesses, like allergies and eczema. I have piles of prescription medication.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1180en,I've been feverish lately. I wonder if I've caught a bug.,0,0,0,0,0,1,0,0,Fever,False
1181en,I did my job as a miko and got a fever.,0,0,0,0,0,1,0,0,Fever,False
1182en,I'm lightheaded. I'm weak. I have chills. Is this a cold?,0,0,0,0,0,0,0,1,Cold,False
1183en,"Since it suddenly got colder with the changing of the seasons, I've come down with a cold and fever.",0,0,0,0,0,1,0,1,Fever;Cold,False
1184en,"I found out that I need more contract documents, which gives me an endless headache.",0,0,0,0,0,0,0,0,sober,False
1185en,I was laughing so hard that I was about to poop myself. That was close.,0,1,0,0,0,0,0,0,Diarrhea,False
1186en,"I got the mumps as an adult, and if I remember correctly, this is not going to be easy!",0,0,0,0,0,0,0,0,sober,False
1187en,"I almost don't cough anymore, but my abs hurt and I'm exhausted.",0,0,0,1,0,0,0,0,Cough,False
1188en,"Not many people suffer from allergies in autumn, so people don't really get how hard it is, it's rough.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1189en,Taking a bath seems good for headaches.,0,0,0,0,1,0,0,0,Headache,False
1190en,"I'm going to a karaoke place tonight, so I'm wondering if anyone knows how to alleviate nasal congestion.",0,0,0,0,0,0,1,0,Runnynose,False
1191en,"Since my brother has a fever, I'm taking care of him.",0,0,0,0,0,1,0,0,Fever,False
1192en,I have chills and feel so weak. This is definitely a cold.,0,0,0,0,0,0,0,1,Cold,False
1193en,I have a runny nose in the picture. That sucks.,0,0,0,0,0,0,0,0,sober,False
1194en,Let's stop trying to get rid of headaches by taking medicine.,0,0,0,0,1,0,0,0,Headache,False
1195en,This time of year is the worst time to have a cold.,0,0,0,0,0,0,0,1,Cold,False
1196en,It's awful that the flu is going around at school right before the National Center Test for University Admissions.,0,0,0,0,0,0,0,1,Cold,False
1197en,I have a headache and feel so lightheaded. I also have fatigue and chills. I've definitely caught a cold.,0,0,0,0,1,0,0,1,Headache;Cold,False
1198en,I never expected to have a light fever from allergies.,0,0,1,0,0,1,1,0,Hayfever;Fever;Runnynose,False
1199en,I've recovered from my cold! I'm in perfect shape now!,0,0,0,0,0,0,0,0,sober,False
1200en,Don't cough deliberately to let us know that you have a cold.,0,0,0,1,0,0,0,0,Cough,False
1201en,"I've had phlegm since yesterday, which brings me down.",0,0,0,1,0,0,0,0,Cough,False
1202en,"The flu season is here. Followers, don't forget to get a flu shot.",0,0,0,0,0,0,0,0,sober,False
1203en,Should I get a flu shot?,0,0,0,0,0,0,0,0,sober,False
1204en,"I have horrible phlegm, and it feels like it's stuck in my chest.",0,0,0,1,0,0,0,0,Cough,False
1205en,"God, I might have caught a cold. My nose has been runny.",0,0,0,0,0,0,1,1,Runnynose;Cold,False
1206en,Anybody know any good allergy remedies?,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1207en,I have chills and am drowsy. It looks like I have a cold.,0,0,0,0,0,0,0,1,Cold,False
1208en,My friend has the flu. I should have myself checked as well.,1,0,0,0,0,1,0,0,Influenza;Fever,False
1209en,"When a strong wind blows in spring, I get a feeling of dread since I have allergies.",0,0,0,0,0,0,0,0,sober,False
1210en,I saw on TV that a lot of people have a fever.,0,0,0,0,0,0,0,0,sober,False
1211en,"Heat accumulates in Tokyo, so don't conserve electricity!",0,0,0,0,0,0,0,0,sober,False
1212en,"Since I'm suffering from allergies, I've been trying to come up with an idea to defeat it, but it looks like I lost again this year.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1213en,Lately I've been waking up with severe headaches.,0,0,0,0,1,0,0,0,Headache,False
1214en,I've had diarrhea since this morning. It could be because I was out in the cold for a long time.,0,1,0,0,0,0,0,0,Diarrhea,False
1215en,"I have a headache, but I took some strong medicine and securely fastened my mask. I'm going on this date.",0,0,0,0,1,0,0,0,Headache,False
1216en,My son has the mumps and it's really bad!,0,0,0,0,0,0,0,0,sober,False
1217en,I hope my nose will clear up soon.,0,0,0,0,0,0,1,0,Runnynose,False
1218en,It feels like I'm also wasting time when I'm suffering from allergies.,0,0,0,0,0,0,0,0,sober,False
1219en,"I'm not only coughing a lot, but I'm also starting to cough up phlegm. I gotta go to the hospital tomorrow.",0,0,0,1,0,0,0,0,Cough,False
1220en,"My daughter still has a slight fever, so I think I will keep her home from school tomorrow.",0,0,0,0,0,1,0,0,Fever,False
1221en,"My fever went down, so I'm going to Tokyo to do my part time job as a miko.",0,0,0,0,0,0,0,0,sober,False
1222en,I'm gonna do my best and work hard.,0,0,0,0,0,0,0,0,sober,False
1223en,I'm gonna start taking preventative measures to fight my allergies soon.,0,0,0,0,0,0,0,0,sober,False
1224en,How do I say diarrhea in English?,0,0,0,0,0,0,0,0,sober,False
1225en,"I came down with a fever, which I guess is what I saw on the news.",0,0,0,0,0,1,0,0,Fever,False
1226en,They call me weak because I went to the doctor for a cough.,0,0,0,1,0,0,0,0,Cough,False
1227en,"I spend so much energy on just coughing, and I'm exhausted.",0,0,0,1,0,0,0,0,Cough,False
1228en,It's such a headache ,0,0,0,0,0,0,0,0,sober,False
1229en,I'm not doing good with my translations. It's such a headache.,0,0,0,0,0,0,0,0,sober,False
1230en,"I talked about my cold on my blog and got a lot of comments, so I'm happy!",0,0,0,0,0,0,0,1,Cold,False
1231en,It looks like my allergies are back.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1232en,I've had a high temperature since last night.,1,0,0,0,0,1,0,0,Influenza;Fever,False
1233en,It sickens me to think about diarrhea.,0,0,0,0,0,0,0,0,sober,False
1234en,My nose is so runny! My head hurts! I don't want to go to school!,0,0,0,0,1,0,1,0,Headache;Runnynose,False
1235en,"Because of a cold, I feel like shit right now.",0,0,0,0,0,0,0,1,Cold,False
1236en,My phlegm has a lot of blood in it.,0,0,0,1,0,0,0,0,Cough,False
1237en,"When I was traveling in Nepal last year, I drank tap water not knowing it was bad and got diarrhea. Looking back at it now, it makes me laugh.",0,0,0,0,0,0,0,0,sober,False
1238en,"My family genetically has a weak stomach. My grandma, my father, and I often get diarrhea.",0,1,0,0,0,0,0,0,Diarrhea,False
1239en,"I have a bad headache, so I really am getting out early today!",0,0,0,0,1,0,0,0,Headache,False
1240en,I haven't had the mumps yet. Will I be ok?,0,0,0,0,0,0,0,0,sober,False
1241en,"I caught a cold, so I'm not posting anything onto my blog today.",0,0,0,0,0,0,0,1,Cold,False
1242en,"I'm so congested. It must be allergies, though it seems too early for that.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1243en,My dog seems to have caught a cold and has a runny nose.,0,0,0,0,0,0,0,0,sober,False
1244en,I didn't think I would get allergies in China.,0,0,0,0,0,0,0,0,sober,False
1245en,What blog is helpful for curing a cold?,0,0,0,0,0,0,0,1,Cold,False
1246en,My head hurts too much and it's so painful just to listen to the lecture.,0,0,0,0,1,0,0,0,Headache,False
1247en,My neighbor's cough is way too loud.,0,0,0,1,0,0,0,0,Cough,False
1248en,"It's not normal how he is into mikos. Someone needs to point that out, using a cell phone app or something.",0,0,0,0,0,0,0,0,sober,False
1249en,"My head hurts too much, so I can't even listen to music now.",0,0,0,0,1,0,0,0,Headache,False
1250en,I've had bad diarrhea lately. It reminds me of my childhood.,0,1,0,0,0,0,0,0,Diarrhea,False
1251en,I wonder if it's effective against allergies.,0,0,0,0,0,0,0,0,sober,False
1252en,"My daughter has a fever, and she successfully passed it onto me.",0,0,0,0,0,1,0,0,Fever,False
1253en,"I feel so groggy. My head hurts, so I'm going home now today. This sucks.",0,0,0,0,1,0,0,0,Headache,False
1254en,My brother seems to have a fever and keeps sniffling. Cut it out.,0,0,0,0,0,1,1,0,Fever;Runnynose,False
1255en,"My daughter has a fever, so I'm keeping her home from kindergarten.",0,0,0,0,0,1,0,0,Fever,False
1256en,My brother got the flu.,1,0,0,0,0,1,0,0,Influenza;Fever,False
1257en,It's been a while since I've been absent for a week because of allergies.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1258en,"I'm coughing too much, which is good for my ab training.",0,0,0,1,0,0,0,0,Cough,False
1259en,The source of my headache is definitely my ex-boyfriend.,0,0,0,0,0,0,0,0,sober,False
1260en,My nose is so runny. I can't take it.,0,0,0,0,0,0,1,0,Runnynose,False
1261en,"Since my daughter still has a fever, I'm not sure if I can make it to the BBQ today.",0,0,0,0,0,1,0,0,Fever,False
1262en,The flu season is here and I didn't even know it. I completely forgot to get a flu shot.,0,0,0,0,0,0,0,0,sober,False
1263en,"As I've been coughing, I wear a mask to be polite.",0,0,0,1,0,0,0,0,Cough,False
1264en,"I feel so congested, and now my head hurts.",0,0,0,0,1,0,1,0,Headache;Runnynose,False
1265en,I developed allergies this year... I can't believe I have allergies... I'm shocked!,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1266en,"According to the TV news, the first symptom of the cold going around this year seems to be a fever. Everybody, take care of yourselves.",0,0,0,0,0,0,0,0,sober,False
1267en,"Ever since I got the flu, I've been thirsty.",1,0,0,0,0,1,0,0,Influenza;Fever,False
1268en,Isn't a flu shot expensive? Our insurance should cover that.,0,0,0,0,0,0,0,0,sober,False
1269en,"I'm frightened, because I've never had the mumps in my entire life.",0,0,0,0,0,0,0,0,sober,False
1270en,My head hurts a lot and my nose is so runny. It was the worst day today.,0,0,0,0,1,0,1,0,Headache;Runnynose,False
1271en,I was in so much pain because of my headache that I had a car accident.,0,0,0,0,1,0,0,0,Headache,False
1272en,"It's been cold recently, so I tend to wake up with a stomachache. I got bad diarrhea today. I don't want to go to work.",0,1,0,0,0,0,0,0,Diarrhea,False
1273en,"I have the flu, so I'm stuck at home.",1,0,0,0,0,1,0,0,Influenza;Fever,False
1274en,I participated in a competitive eating contest and got diarrhea the next day.,0,0,0,0,0,0,0,0,sober,False
1275en,I hope my allergy symptoms won't be as bad next spring.,0,0,0,0,0,0,0,0,sober,False
1276en,"I posted a blog about nasal congestion, so I'll be happy if everybody reads it.",0,0,0,0,0,0,0,0,sober,False
1277en,"I don't know why, but I tend to come down with fevers this time of year...",0,0,0,0,0,1,0,0,Fever,False
1278en,The soccer team at my high school got diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
1279en,Finally my nose will stop running.,0,0,0,0,0,0,1,0,Runnynose,False
1280en,"There will be a lot of cypress pollen in the air next spring. I'm already so depressed, because I'm allergic.",0,0,0,0,0,0,0,0,sober,False
1281en,"I'm weak, my head hurts, I can't wait to go home.",0,0,0,0,1,0,0,0,Headache,False
1282en,"For coughs, you've got to gargle.",0,0,0,0,0,0,0,0,sober,False
1283en,I'm going to get medicine from a doctor for my headache.,0,0,0,0,1,0,0,0,Headache,False
1284en,I've tried everything they say works for allergies.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1285en,"My wife's got a fever, so I'm taking off work!",0,0,0,0,0,1,0,0,Fever,False
1286en,"This sucks, I've officially caught a cold. I feel out of it.",0,0,0,0,0,0,0,1,Cold,False
1287en,"I caught the flu, so I get to skip the club meeting",1,0,0,0,0,1,0,0,Influenza;Fever,False
1288en,To do my translation work I put on headphones and listened to music and now I have a horrible headache.,0,0,0,0,0,0,0,0,sober,False
1289en,I ate niku don that had been sitting out for three days and now I have diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
1290en,What's the Spanish flu like?,0,0,0,0,0,0,0,0,sober,False
1291en,I've been doing terrible lately. I have diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
1292en,My nose is so stuffy I can't read the draft...,0,0,0,0,0,0,1,0,Runnynose,False
1293en,"I'm out of it because of a cold, I dunno about the test",0,0,0,0,0,0,0,1,Cold,False
1294en,Not only do I have a fever but my nose is running too,0,0,0,0,0,1,1,0,Fever;Runnynose,False
1295en,"I am way too in love with the dog with a runny nose photo, I can't even.",0,0,0,0,0,0,0,0,sober,False
1296en,I ate a toxic fish and got really bad diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
1297en,"Recently it's been fine, but my allergies are back this year. It's been a long time since it's been bad enough to the point where my eyes hurt just by rubbing them.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1298en,I have diarrhea from an outbreak of food poisoning.,0,1,0,0,0,0,0,0,Diarrhea,False
1299en,My belly got cold and I got diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
1300en,"I had a headache a while back, so I've decided to go home.",0,0,0,0,1,0,0,0,Headache,False
1301en,I'm not going to the club meeting today because I have the flu.,1,0,0,0,0,1,0,0,Influenza;Fever,False
1302en,A prolongued headache is sheer pain,0,0,0,0,1,0,0,0,Headache,False
1303en,Having a fever and runny makes me realize that I've got a full-blown cold.,0,0,0,0,0,1,1,1,Fever;Runnynose;Cold,False
1304en,"Next spring, I have got to get a shot from the doctor to protect against allergies.",0,0,0,0,0,0,0,0,sober,False
1305en,"I went to see the doctor, and it turns out you're supposed to cough up phlegm. I've been swallowing it all this time...",0,0,0,1,0,0,0,0,Cough,False
1306en,I can't post about a runny nose on my blog.,0,0,0,0,0,0,1,0,Runnynose,False
1307en,My grandma says this cold is accompanied by diarrhea,0,0,0,0,0,0,0,0,sober,False
1308en,"If a group has diarrhea, you'd suspect food poisoning.",0,0,0,0,0,0,0,0,sober,False
1309en,"When I take this cough medicine the phlegm stops quick, so I highly recommend it",0,0,0,1,0,0,0,0,Cough,False
1310en,The mumps is the one that gets serious if you get it as an adult.,0,0,0,0,0,0,0,0,sober,False
1311en,I'm looking up whether flu shots are effective against the bird flu.,0,0,0,0,0,0,0,0,sober,False
1312en,"I guess the flu is going around, but what about the bird one? There is no vaccination for it yet, so they'll just kill them? A lot of time has passed since it made the news, so I must say that's a lousy job..",0,0,0,0,0,0,0,0,sober,False
1313en,"My little brother is staying home from school today because he has a fever, I'm jealous.",0,0,0,0,0,1,0,0,Fever,False
1314en,The fever kicked in later with this cold.,0,0,0,0,0,0,0,1,Cold,False
1315en,"My big brother's been staying home from his club meets because he has the flu, but even though last night he said his back hurt, he's all better today and seems super healthy.",0,0,0,0,0,0,0,0,sober,False
1316en,"I hate being a corporate slave who has to go to work despite having a fever. For now, I'll do my best to get through the day so I can have a good sleep.",0,0,0,0,0,1,0,0,Fever,False
1317en,"I had flu symptoms, so I got tested and it totally was the flu.",1,0,0,0,0,1,0,0,Influenza;Fever,False
1318en,"Diarrhea like I've never experienced, all I can do is laugh. I wonder if it was something I ate.",0,1,0,0,0,0,0,0,Diarrhea,False
1319en,"First a fever, then coughing, I'm in such pain. On top of that, I'm coughing up bloody phlegm.",0,0,0,1,0,1,0,0,Cough;Fever,False
1320en,I feel like there are fewer people suffering from allergies this year than other years.,0,0,0,0,0,0,0,0,sober,False
1321en,"I thought it was just ordinary diarrhea, but I guess I was wrong.",0,1,0,0,0,0,0,0,Diarrhea,False
1322en,"I have a fever, but it's not a problem",0,0,0,0,0,1,0,0,Fever,False
1323en,"Coughing, throat, I have cold symptoms! A fever, too",0,0,0,1,0,1,0,1,Cough;Fever;Cold,False
1324en,The Nepali soccer player complained of diarrhea.,0,0,0,0,0,0,0,0,sober,False
1325en,I'm coughing so much my chest hurts,0,0,0,1,0,0,0,0,Cough,False
1326en,They say flu shots can cause problems.,0,0,0,0,0,0,0,0,sober,False
1327en,"My little brother got a mysterious fever and he's still staying home from school. Honestly, I'm jealous.",0,0,0,0,0,1,0,0,Fever,False
1328en,"The women in the neighborhood are so loud, I've got a headache, I hate this house.",0,0,0,0,0,0,0,0,sober,False
1329en,I suddenly got a stomacheache before the English test. I ran in a hurry to the bathroom and it turned out to be diarrhea. I went home and my grandma made porridge for me.,0,1,0,0,0,0,0,0,Diarrhea,False
1330en,"Lately if I'm exhausted I get a coughing fit, and my chest hurts. Should I be worried?",0,0,0,1,0,0,0,0,Cough,False
1331en,Can't someone use the power of science to develop a technology that could give my current cold to someone else?,0,0,0,0,0,0,0,1,Cold,False
1332en,"My daughter's fever won't go down. Her lymph nodes are swollen so maybe she'll stay home from school tomorrow, too.",0,0,0,0,0,1,0,0,Fever,False
1333en,"My allergies are killing me. They say next spring there won't be a lot of cedar pollen, but I'm going to have to take measures.",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1334en,Do Nepali people get diarrhea?,0,0,0,0,0,0,0,0,sober,False
1335en,I'll be in trouble if I catch a cold now.,0,0,0,0,0,0,0,0,sober,False
1336en,"I was translating, but I can't translate the headache.",0,0,0,0,0,0,0,0,sober,False
1337en,I feel weak. My head hurts. I'm going back to bed.,0,0,0,0,1,0,0,0,Headache,False
1338en,"My allergies have returned, it's been ages since I had it this bad",0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1339en,"My wife has a fever, so no bento today. Bummer.",0,0,0,0,0,1,0,0,Fever,False
1340en,My big brother's got the flu. HAHA.,1,0,0,0,0,1,0,0,Influenza;Fever,False
1341en,"I'm weak because of a cold, I don't know if I can go today.",0,0,0,0,0,0,0,1,Cold,False
1342en,They say the mumps is really painful.,0,0,0,0,0,0,0,0,sober,False
1343en,"My body is weak. I have a full-blown cold. Sorry I can't tweet much, I'm feeling out of it.",0,0,0,0,0,0,0,1,Cold,False
1344en,"Not feeling great. I dunno what to do, my cold isn't getting any better. Maybe I should go to the doctor.",0,0,0,0,0,0,0,1,Cold,False
1345en,I have diarrhea again today don't want to go to work,0,1,0,0,0,0,0,0,Diarrhea,False
1346en,I've been sleeping since last night because of the flu,1,0,0,0,0,1,0,0,Influenza;Fever,False
1347en,I haven't been able to stop coughing since yesterday.,0,0,0,1,0,0,0,0,Cough,False
1348en,"Since there isn't supposed to be a lot of cedar pollen in the spring, I'm thinking my allergies won't be too bad so I haven't taken any measures to protect against it.",0,0,0,0,0,0,0,0,sober,False
1349en,"Somehow listening to classical music made my headache better, is it just me?",0,0,0,0,1,0,0,0,Headache,False
1350en,Is taking fever medicine good when you have a cold?,0,0,0,0,0,0,0,1,Cold,False
1351en,"I'm crazy about stories with dogs in them, they always move me. I can't take this scene, my nose won't stop running.",0,0,0,0,0,0,0,0,sober,False
1352en,"When I took my temperature last night it was 96.8, but today it's 100.4, I guess my flu isn't better yet.",1,0,0,0,0,1,0,0,Influenza;Fever,False
1353en,"Oh no, my nose won't stop running.",0,0,0,0,0,0,1,0,Runnynose,False
1354en,"I heard there's a diarrhea outbreak, scary",0,0,0,0,0,0,0,0,sober,False
1355en,My headache isn't that bad so maybe I'll go to the meeting.,0,0,0,0,1,0,0,0,Headache,False
1356en,"You were all, agh, this intense joint pain and exhaustion are not normal, so I went with you to the doctor and it turned out to be an ordinary cold. Seeing that awkward look on your face is gonna make me laugh.",0,0,0,0,0,0,0,1,Cold,False
1357en,I feel weak and have chills guess it's a cold,0,0,0,0,0,0,0,1,Cold,False
1358en,The food I ate at my grandma's made me sick and I've got diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
1359en,I can't believe I have allergies for the first time...,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1360en,"While you were in Spain, I caught a cold!",0,0,0,0,0,0,0,0,sober,False
1361en,"I hear that if you cough too much, you can get bad chest and stomach pains.",0,0,0,1,0,0,0,0,Cough,False
1362en,I don't know what to do I've had a runny nose since this morning with no sign of it stopping.,0,0,0,0,0,0,1,0,Runnynose,False
1363en,I want stuffy nose medicine.,0,0,0,0,0,0,1,0,Runnynose,False
1364en,I wonder how you say diarrhea in English,0,0,0,0,0,0,0,0,sober,False
1365en,"My wife has allergies, but I had no idea that could give you a slight fever. Apparently it overwhelms your body to the point of exhaustion.",0,0,1,0,0,1,1,0,Hayfever;Fever;Runnynose,False
1366en,I have to do something about this runny nose.,0,0,0,0,0,0,1,0,Runnynose,False
1367en,"I've got a cold, I'm so out of it, this sucks",0,0,0,0,0,0,0,1,Cold,False
1368en,I have to be careful since the flu is going around at my club.,1,0,0,0,0,1,0,0,Influenza;Fever,False
1369en,I can't stop sneezing. Don't tell me it's allergies?,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1370en,"A cold now of all times, this is seriously the worst",0,0,0,0,0,0,0,1,Cold,False
1371en,I remember having diarrhea.,0,0,0,0,0,0,0,0,sober,False
1372en,I haven't had a headache this bad in a long time,0,0,0,0,1,0,0,0,Headache,False
1373en,"The Spanish flu and mumps both originate from viruses. Spanish flu especially is supposed to really wreak havoc, so it'd be a disaster if there were an outbreak.",0,0,0,0,0,0,0,0,sober,False
1374en,What do you recommend I do to combat allergies?,0,0,0,0,0,0,0,0,sober,False
1375en,I got a prescription for allergy medicine!!,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1376en,"There's supposed to be not a lot of pollen in the spring, so people with allergies must be relieved.",0,0,0,0,0,0,0,0,sober,False
1377en,No one wants to be seen with a runny nose,0,0,0,0,0,0,1,0,Runnynose,False
1378en,"I've had a headache since this morning, I'm done for today.",0,0,0,0,1,0,0,0,Headache,False
1379en,Even the TV news said tha few people in Tokyo stay home sick even if they have a fever.,0,0,0,0,0,0,0,0,sober,False
1380en,"I'm coughing so much, I feel so out of it.",0,0,0,1,0,0,0,0,Cough,False
1381en,My stomach's been hurting for a while maybe it's diarrhea.,0,1,0,0,0,0,0,0,Diarrhea,False
1382en,"I'm dying with this headache, I've got to get home and into bed.",0,0,0,0,1,0,0,0,Headache,False
1383en,"My wife said she thought she was coming down with a cold. So She was worried and went to the doctor. It turns out it's allergies, so my wife and I are having their first allergies at the same time.",0,0,1,0,0,0,1,1,Hayfever;Runnynose;Cold,False
1384en,My allergies are finally back. It's been quite a while.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1385en,"My fever is down, but the coughing hasn't stopped even a little.",0,0,0,1,0,0,0,0,Cough,False
1386en,"Speaking of diarrhea, that reminds me of a story.",0,0,0,0,0,0,0,0,sober,False
1387en,Somebody please invent cold medicine that makes you get better fast.,0,0,0,0,0,0,0,1,Cold,False
1388en,The dog's nose was running lol,0,0,0,0,0,0,0,0,sober,False
1389en,"My little brother's stomach is kind of warm, it's quite a mystery.",0,1,0,0,0,1,0,0,Diarrhea;Fever,False
1390en,Taking a break from soccer because of diarrhea is lame.,0,1,0,0,0,0,0,0,Diarrhea,False
1391en,"I still have a fever, and my nose is still runny. Guess I have to take the day off work today too.",0,0,0,0,0,1,1,0,Fever;Runnynose,False
1392en,"Whenever I have a cough, I get a bad fever.",0,0,0,1,0,1,0,0,Cough;Fever,False
1393en,I'm out of it thanks to this cold.,0,0,0,0,0,0,0,1,Cold,False
1394en,Looks like I picked up a cold on my trip to Spain.,0,0,0,0,0,0,0,1,Cold,False
1395en,I can't take the heat coming off the Tokyo asphalt.,0,0,0,0,0,0,0,0,sober,False
1396en,"I'm worried, not knowing when my cough will stop.",0,0,0,1,0,0,0,0,Cough,False
1397en,It's been a long time since I worried about allergies.,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1398en,"Usually taking cough medicine stops my cough. But this time my cough is really bad, so I dunno if it'll work.",0,0,0,1,0,0,0,0,Cough,False
1399en,I had a runny nose all night it finally stopped.,0,0,0,0,0,0,1,0,Runnynose,False
1400en,"My cold symptoms are fading, and my runny nose stopped. Things are looking good.",0,0,0,0,0,0,0,0,sober,False
1401en,"Even though it's cool out today, I'm mega hot maybe it's a fever.",0,0,0,0,0,1,0,0,Fever,False
1402en,I feel out of it because of a cold.,0,0,0,0,0,0,0,1,Cold,False
1403en,"The flu is spreading, so the club meeting is canceled.",1,0,0,0,0,1,0,0,Influenza;Fever,False
1404en,Tell me the most effective way to combat allergies!,0,0,1,0,0,0,1,0,Hayfever;Runnynose,False
1405en,"I have diarrhea, reminds me of when I went to Nepal last year",0,1,0,0,0,0,0,0,Diarrhea,False
1406en,Covering your mouth when you cough is common courtesy.,0,0,0,1,0,0,0,0,Cough,False
1407en,I hope this fever has nothing to do with an infection.,0,0,0,0,0,1,0,0,Fever,False
1408en,"I have a fever, but there's the competition, so I can't rest yet.",0,0,0,0,0,1,0,0,Fever,False
1409en,"I have a touch of diarrhea, but I'll be okay, right?",0,1,0,0,0,0,0,0,Diarrhea,False
1410en,I have a headache and chills. Guess I've caught a cold.,0,0,0,0,1,0,0,1,Headache;Cold,False
1411en,I'm tired because I have a bad cough.,0,0,0,1,0,0,0,0,Cough,False
1412en,"By the way, I've got a splitting headache, someone help me",0,0,0,0,1,0,0,0,Headache,False
1413en,I caught a cold and took fever medicine but it ain't working.,0,0,0,0,0,0,0,1,Cold,False
1414en,"After I got home and took a bath, I have a headache and I feel weak. I'm going to bed early",0,0,0,0,1,0,0,0,Headache,False
1415en,I coughed so much my stomach muscles died,0,0,0,1,0,0,0,0,Cough,False
1416en,"Remedies for eczema supposedly work for allergies, too.",0,0,0,0,0,0,0,0,sober,False
1417en,"I feel like I'm coming down with a cold, so I'm going to rest while I can.",0,0,0,0,0,0,0,1,Cold,False
1418en,"I physically can't deal with mucus or other bodily fluids, no matter how beautiful the girl.",0,0,0,0,0,0,0,0,sober,False
1419en,"The fever went down, but my cough isn't getting any better.",0,0,0,1,0,1,0,0,Cough;Fever,False
1420en,I've used my phone so much it's burning up... It might burn me.,0,0,0,0,0,0,0,0,sober,False
1421en,"Dengue fever, which I saw on the news, is way scary",0,0,0,0,0,0,0,0,sober,False
1422en,"Someone I shook hands has the flu, will I catch it?",1,0,0,0,0,1,0,0,Influenza;Fever,False
1423en,A mild fever from allergies? For real?,0,0,1,0,0,1,1,0,Hayfever;Fever;Runnynose,False
